cod_enc,city,school,cod_inst,gender,ida_time,ida_time_g1,ida_bythemself,vuelta_bythemself,parent_studies,family_vehicle,household_income,walk,mode_ida,mode_vuelta,mode_ida_g1,mode_vuelta_g1,mode_ida_g2,mode_vuelta_g2,mode_active,motiv_modo_distancia,motiv_modo_seguridad_vial,motiv_modo_seguridad_personal,motiv_modo_relaciones_sociales,motiv_modo_costo,motiv_modo_salud,motiv_modo_conveniencia,motiv_modo_na,preocupa_distancia,preocupa_trafico,preocupa_velocidad,preocupa_tiempo,preocupa_seguridad_cruces,preocupa_falta_policias,preocupa_violencia,preocupa_frio_calor,preocupa_lluvia,preocupa_peso,preocupa_falta_otros_adultos,preocupa_aceras,preocupa_falta_otros_ninos,preocupa_aburrido_caminar,preocupa_falta_otros_adultos_bici,preocupa_falta_ciclovias,preocupa_falta_lugares_bici,preocupa_falta_otrosninos_bici,preocupa_aburrido_bici,bnfam_obesity,bnfam_cvrisk,bnfam_traffic,bnfam_academic,bnfam4l_obesity,bnfam4l_cvrisk,bnfam4l_traffic,bnfam4l_academic,improve_menor_distancia,improve_menor_trafico,improve_seguridad_intersecciones,improve_menor_crimen,improve_mas_gente,improve_veredas,improve_ciclovia,improve_lugares_bici,improve_masninos_bici,dens_cat,emaps_cat
I-FJC-002,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,Yes,Yes,No,No,NA,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-003,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,Yes,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Totally agree,Totally disagree,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-004,Ibarra,Ana Luisa Leoro,10H00050,NA,>60,more_15,No,No,No,Yes,low,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,NA,Yes,Yes,NA,NA,NA,Yes,High,Low
I-FJC-005,Ibarra,Ana Luisa Leoro,10H00050,NA,6-15,less_15,No,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,1,Some,A lot,A lot,Some,A lot,A lot,Some,A little,Some,Some,A lot,A little,A lot,A little,A lot,Some,Some,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-006,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,No,No,low,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-007,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Disagree,Totally agree,Totally agree,Totally agree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-008,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,No,No,Yes,No,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-009,Ibarra,Ana Luisa Leoro,10H00050,NA,31-60,more_15,No,Yes,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-010,Ibarra,Ana Luisa Leoro,10H00050,NA,16-30,more_15,No,Yes,No,No,NA,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-011,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,Some,Some,A little,A little,A little,A little,A little,Agree,Agree,Agree,Disagree,Totally agree,Totally agree,Totally agree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-012,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,Yes,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,1,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,Some,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-013,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A little,Some,A lot,A lot,Some,A lot,A lot,A lot,Some,Some,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Somehow agree,Totally disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,High,Low
I-FJC-014,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Somehow agree,Totally agree,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-015,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-016,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,No,No,No,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,Some,Some,A lot,A lot,Some,A lot,Some,Not at all,A lot,A lot,Some,A lot,NA,Some,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,High,Low
I-FJC-017,Ibarra,Ana Luisa Leoro,10H00050,NA,31-60,more_15,No,No,Yes,NA,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,NA,Somehow disagree,Totally disagree,Somehow disagree,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,High,Low
I-FJC-018,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Somehow disagree,Totally disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-019,Ibarra,Ana Luisa Leoro,10H00050,Female,0-5,less_15,No,No,No,Yes,low,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,Some,A lot,A lot,A little,A lot,A little,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Somehow disagree,Totally disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,High,Low
I-FJC-020,Ibarra,Ana Luisa Leoro,10H00050,NA,NA,NA,No,No,Yes,Yes,high,No,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,High,Low
I-FJC-021,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,Yes,Yes,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,A little,Some,Some,A lot,A lot,Some,Not at all,A lot,A lot,A lot,Some,Not at all,Agree,Agree,Agree,Disagree,Somehow agree,Somehow agree,Totally agree,Somehow disagree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-022,Ibarra,Ana Luisa Leoro,10H00050,NA,6-15,less_15,No,No,No,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,Some,Some,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-023,Ibarra,Ana Luisa Leoro,10H00050,NA,31-60,more_15,Yes,Yes,Yes,Yes,mid,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,A lot,A little,Some,Some,Some,Some,Some,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-024,Ibarra,Ana Luisa Leoro,10H00050,NA,31-60,more_15,No,Yes,NA,NA,NA,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-025,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,No,No,NA,NA,NA,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-026,Ibarra,Ana Luisa Leoro,10H00050,Female,0-5,less_15,No,No,Yes,Yes,high,Yes,Motorbike,Motorbike,Private vehicle,Private vehicle,Motorised,Motorised,No,0,1,0,0,0,0,0,0,A little,A lot,Some,NA,A little,NA,Some,NA,NA,NA,NA,A lot,A lot,A little,NA,A little,Some,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-FJC-027,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Totally agree,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-028,Ibarra,Ana Luisa Leoro,10H00050,Female,>60,more_15,Yes,Yes,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,No,High,Low
I-FCJ-029,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,NA,NA,NA,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-030,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,No,No,Yes,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-FJC-031,Ibarra,Ana Luisa Leoro,10H00050,Male,31-60,more_15,No,No,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,No,Yes,Yes,No,Yes,NA,No,Yes,High,Low
I-FJC-032,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,Yes,Yes,Yes,Yes,Yes,No,No,No,High,Low
I-FJC-034,Ibarra,Ana Luisa Leoro,10H00050,Male,31-60,more_15,Yes,Yes,NA,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-CGR-029,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A lot,NA,A lot,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-CGR-028,Ibarra,Velasco Ibarra,10H00090,Male,NA,NA,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,1,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,No,No,No,No,No,No,No,High,Low
I-CGR-027,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,Yes,Yes,Yes,Yes,high,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,A lot,Not at all,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,Yes,Yes,No,No,No,No,No,High,Low
I-CGR-026,Ibarra,Velasco Ibarra,10H00090,NA,16-30,more_15,No,No,No,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,Some,NA,A lot,A lot,A lot,NA,Some,Some,A little,Some,A lot,A lot,Some,A little,A lot,NA,NA,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-CGR-025,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-CGR-024,Ibarra,Velasco Ibarra,10H00090,NA,16-30,more_15,Yes,Yes,Yes,NA,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,Some,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-CGR-023,Ibarra,Velasco Ibarra,10H00090,Female,31-60,more_15,Yes,Yes,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,1,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Disagree,Disagree,Agree,Disagree,Totally disagree,Totally disagree,Somehow agree,Totally disagree,No,No,No,No,No,No,No,No,No,High,Low
I-CGR-022,Ibarra,Velasco Ibarra,10H00090,Male,0-5,less_15,No,No,No,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,NA,NA,NA,NA,NA,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Yes,High,Low
I-CGR-021,Ibarra,Velasco Ibarra,10H00090,NA,6-15,less_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,Some,Some,A lot,A lot,Some,A lot,A lot,NA,A lot,A lot,NA,A lot,A lot,A lot,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,NA,NA,NA,Somehow agree,NA,NA,NA,No,No,No,No,No,No,No,No,No,High,Low
I-CGR-020,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,No,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,Some,Some,A lot,A lot,A lot,Some,Some,A little,Some,Some,Some,Not at all,A little,A little,A little,A little,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,No,No,No,No,No,No,No,No,No,High,Low
I-CGR-019,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,No,Yes,No,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,Some,A little,Some,Some,A little,NA,NA,NA,NA,Agree,Agree,Agree,Disagree,Somehow agree,Somehow agree,Somehow agree,Somehow disagree,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,High,Low
I-CGR-018,Ibarra,Velasco Ibarra,10H00090,Male,NA,NA,No,No,No,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,Some,Some,A lot,A little,A little,Some,A lot,Some,Some,Not at all,Some,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree,Somehow agree,Totally disagree,Somehow disagree,Totally agree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,High,Low
I-CGR-017,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,No,No,Yes,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,Some,A lot,A little,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Somehow agree,Somehow agree,No,No,No,No,No,No,No,No,No,High,Low
I-CGR-016,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,Some,A little,A lot,A little,Some,A lot,Some,A little,A lot,A lot,A lot,A little,A little,Disagree,Disagree,Disagree,Agree,Totally disagree,Totally disagree,Somehow disagree,Somehow agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,High,Low
I-CGR-015,Ibarra,Velasco Ibarra,10H00090,NA,6-15,less_15,No,No,No,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,1,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,A lot,A lot,A lot,NA,NA,A little,A lot,A little,NA,NA,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,NA,Yes,No,Yes,Yes,NA,NA,High,Low
I-CGR-013,Ibarra,Velasco Ibarra,10H00090,Male,>60,more_15,Yes,Yes,NA,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,NA,NA,NA,Totally agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-CGR-014,Ibarra,Velasco Ibarra,10H00090,Male,31-60,more_15,Yes,Yes,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,Some,A lot,A lot,A lot,A lot,A lot,A lot,A little,NA,Some,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,High,Low
